gene_id,locus_tag,ftype,gene_name,product_name,product_short,plot_label,COG,EC_number
E745S_01578,E745S_01578,CDS,yfkJ,Low molecular weight protein-tyrosine-phosphatase YfkJ,Low molecular weight protein-tyrosine-phosphatase YfkJ,yfkJ / Low molecular weight protein-tyrosine-phosphatase YfkJ,COG0394,3.1.3.48
E745S_01579,E745S_01579,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01580,E745S_01580,CDS,NA,IS30 family transposase IS1252,IS30 family transposase IS1252,IS30 family transposase IS1252,COG2826,
E745S_01581,E745S_01581,CDS,brnQ_1,Branched-chain amino acid transport system 2 carrier protein,Branched-chain amino acid transport system 2 carrier pr,brnQ_1 / Branched-chain amino acid transport system 2 carrier pr,COG1114,
E745S_01582,E745S_01582,CDS,NA,Potassium channel,Potassium channel,Potassium channel,,
E745S_01583,E745S_01583,CDS,cycA,D-serine/D-alanine/glycine transporter,D-serine/D-alanine/glycine transporter,cycA / D-serine/D-alanine/glycine transporter,COG1113,
E745S_01584,E745S_01584,CDS,artM_2,Arginine transport ATP-binding protein ArtM,Arginine transport ATP-binding protein ArtM,artM_2 / Arginine transport ATP-binding protein ArtM,COG1126,
E745S_01585,E745S_01585,CDS,mltF_2,Membrane-bound lytic murein transglycosylase F,Membrane-bound lytic murein transglycosylase F,mltF_2 / Membrane-bound lytic murein transglycosylase F,,4.2.2.-
E745S_01586,E745S_01586,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01587,E745S_01587,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01588,E745S_01588,CDS,cobB,NAD-dependent protein deacetylase,NAD-dependent protein deacetylase,cobB / NAD-dependent protein deacetylase,COG0846,2.3.1.286
E745S_01589,E745S_01589,CDS,dapH_1,2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase,2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltr,dapH_1 / 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltr,,2.3.1.89
E745S_01590,E745S_01590,CDS,nadR,Transcription repressor NadR,Transcription repressor NadR,nadR / Transcription repressor NadR,COG1827,
E745S_01591,E745S_01591,CDS,def_2,Peptide deformylase,Peptide deformylase,def_2 / Peptide deformylase,COG0242,3.5.1.88
E745S_01592,E745S_01592,CDS,rpsO,30S ribosomal protein S15,30S ribosomal protein S15,rpsO / 30S ribosomal protein S15,COG0184,
E745S_01593,E745S_01593,CDS,pnp_2,Polyribonucleotide nucleotidyltransferase,Polyribonucleotide nucleotidyltransferase,pnp_2 / Polyribonucleotide nucleotidyltransferase,COG1185,2.7.7.8
E745S_01594,E745S_01594,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01595,E745S_01595,CDS,kup,Low affinity potassium transport system protein kup,Low affinity potassium transport system protein kup,kup / Low affinity potassium transport system protein kup,,
E745S_01596,E745S_01596,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01597,E745S_01597,CDS,dinF,DNA damage-inducible protein F,DNA damage-inducible protein F,dinF / DNA damage-inducible protein F,COG0534,
E745S_01598,E745S_01598,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01599,E745S_01599,CDS,ctc,General stress protein CTC,General stress protein CTC,ctc / General stress protein CTC,COG1825,
E745S_01600,E745S_01600,CDS,rsuA,Ribosomal small subunit pseudouridine synthase A,Ribosomal small subunit pseudouridine synthase A,rsuA / Ribosomal small subunit pseudouridine synthase A,COG1187,5.4.99.19
E745S_01601,E745S_01601,CDS,yfnB_2,Putative HAD-hydrolase YfnB,Putative HAD-hydrolase YfnB,yfnB_2 / Putative HAD-hydrolase YfnB,COG1011,3.-.-.-
E745S_01602,E745S_01602,CDS,udk,Uridine kinase,Uridine kinase,udk / Uridine kinase,COG0572,2.7.1.48
E745S_01603,E745S_01603,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01604,E745S_01604,CDS,NA,IS3 family transposase ISEnfa3,IS3 family transposase ISEnfa3,IS3 family transposase ISEnfa3,,
E745S_01605,E745S_01605,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01606,E745S_01606,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01607,E745S_01607,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01608,E745S_01608,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01609,E745S_01609,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01610,E745S_01610,CDS,ubiB,putative protein kinase UbiB,putative protein kinase UbiB,ubiB / putative protein kinase UbiB,COG0661,2.7.-.-
E745S_01611,E745S_01611,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01612,E745S_01612,CDS,ddl,D-alanine--D-alanine ligase,D-alanine--D-alanine ligase,ddl / D-alanine--D-alanine ligase,COG1181,6.3.2.4
E745S_01613,E745S_01613,CDS,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine lig,murF / UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine lig,COG0770,6.3.2.10
E745S_01614,E745S_01614,CDS,cshA,ATP-dependent RNA helicase CshA,ATP-dependent RNA helicase CshA,cshA / ATP-dependent RNA helicase CshA,COG0513,3.6.4.13
E745S_01615,E745S_01615,CDS,acpS,Holo-[acyl-carrier-protein] synthase,Holo-[acyl-carrier-protein] synthase,acpS / Holo-[acyl-carrier-protein] synthase,COG0736,2.7.8.7
E745S_01616,E745S_01616,CDS,alr,Alanine racemase,Alanine racemase,alr / Alanine racemase,COG0787,5.1.1.1
E745S_01617,E745S_01617,CDS,ndoA,Endoribonuclease EndoA,Endoribonuclease EndoA,ndoA / Endoribonuclease EndoA,COG2337,3.1.27.-
E745S_01618,E745S_01618,CDS,rpsN2_2,Alternate 30S ribosomal protein S14,Alternate 30S ribosomal protein S14,rpsN2_2 / Alternate 30S ribosomal protein S14,COG0199,
E745S_01619,E745S_01619,CDS,NA,Zinc-type alcohol dehydrogenase-like protein,Zinc-type alcohol dehydrogenase-like protein,Zinc-type alcohol dehydrogenase-like protein,,
E745S_01620,E745S_01620,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01621,E745S_01621,CDS,kimA,Potassium transporter KimA,Potassium transporter KimA,kimA / Potassium transporter KimA,COG0531,
E745S_01622,E745S_01622,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01623,E745S_01623,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01624,E745S_01624,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01625,E745S_01625,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01626,E745S_01626,CDS,opuCD,Glycine betaine/carnitine/choline transport system permease protein OpuCD,Glycine betaine/carnitine/choline transport system perm,opuCD / Glycine betaine/carnitine/choline transport system perm,COG1174,
E745S_01627,E745S_01627,CDS,opuCC,Glycine betaine/carnitine/choline-binding protein OpuCC,Glycine betaine/carnitine/choline-binding protein OpuCC,opuCC / Glycine betaine/carnitine/choline-binding protein OpuCC,COG1732,
E745S_01628,E745S_01628,CDS,opuCB,Carnitine transport permease protein OpuCB,Carnitine transport permease protein OpuCB,opuCB / Carnitine transport permease protein OpuCB,COG1174,
E745S_01629,E745S_01629,CDS,opuCA_2,Carnitine transport ATP-binding protein OpuCA,Carnitine transport ATP-binding protein OpuCA,opuCA_2 / Carnitine transport ATP-binding protein OpuCA,COG1125,7.6.2.9
E745S_01630,E745S_01630,CDS,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,queA / S-adenosylmethionine:tRNA ribosyltransferase-isomerase,COG0809,2.4.99.17
E745S_01631,E745S_01631,CDS,yoaB,Calcium-transporting ATPase 1,Calcium-transporting ATPase 1,yoaB / Calcium-transporting ATPase 1,COG0474,7.2.2.10
E745S_01632,E745S_01632,CDS,NA,Calcium-transporting ATPase 1,Calcium-transporting ATPase 1,Calcium-transporting ATPase 1,,7.2.2.10
E745S_01633,E745S_01633,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01634,E745S_01634,CDS,tgt,Queuine tRNA-ribosyltransferase,Queuine tRNA-ribosyltransferase,tgt / Queuine tRNA-ribosyltransferase,,2.4.2.29
E745S_01635,E745S_01635,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01636,E745S_01636,CDS,NA,IS1380 family transposase IS1678,IS1380 family transposase IS1678,IS1380 family transposase IS1678,,
E745S_01637,E745S_01637,CDS,adhE,Aldehyde-alcohol dehydrogenase,Aldehyde-alcohol dehydrogenase,adhE / Aldehyde-alcohol dehydrogenase,COG1012,
E745S_01638,E745S_01638,CDS,NA,IS30 family transposase IS1252,IS30 family transposase IS1252,IS30 family transposase IS1252,COG2826,
E745S_01639,E745S_01639,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01640,E745S_01640,CDS,rhaB,Rhamnulokinase,Rhamnulokinase,rhaB / Rhamnulokinase,,2.7.1.5
E745S_01641,E745S_01641,CDS,rhaA,L-rhamnose isomerase,L-rhamnose isomerase,rhaA / L-rhamnose isomerase,COG4806,5.3.1.14
E745S_01642,E745S_01642,CDS,rhaD,Rhamnulose-1-phosphate aldolase,Rhamnulose-1-phosphate aldolase,rhaD / Rhamnulose-1-phosphate aldolase,COG0235,4.1.2.19
E745S_01643,E745S_01643,CDS,rhaM,L-rhamnose mutarotase,L-rhamnose mutarotase,rhaM / L-rhamnose mutarotase,COG3254,5.1.3.32
E745S_01644,E745S_01644,CDS,fucO,Lactaldehyde reductase,Lactaldehyde reductase,fucO / Lactaldehyde reductase,COG1454,1.1.1.77
E745S_01645,E745S_01645,CDS,iclR,Transcriptional repressor IclR,Transcriptional repressor IclR,iclR / Transcriptional repressor IclR,COG1414,
E745S_01646,E745S_01646,CDS,kdgA,KHG/KDPG aldolase,KHG/KDPG aldolase,kdgA / KHG/KDPG aldolase,COG0800,
E745S_01647,E745S_01647,CDS,kdgK,2-dehydro-3-deoxygluconokinase,2-dehydro-3-deoxygluconokinase,kdgK / 2-dehydro-3-deoxygluconokinase,,2.7.1.45
E745S_01648,E745S_01648,CDS,kduI1,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1,kduI1 / 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1,COG3717,5.3.1.17
E745S_01649,E745S_01649,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01650,E745S_01650,CDS,kduD,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase,kduD / 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase,,1.1.1.127
E745S_01651,E745S_01651,CDS,fni,Isopentenyl-diphosphate delta-isomerase,Isopentenyl-diphosphate delta-isomerase,fni / Isopentenyl-diphosphate delta-isomerase,,5.3.3.2
E745S_01652,E745S_01652,CDS,NA,Phosphomevalonate kinase,Phosphomevalonate kinase,Phosphomevalonate kinase,,2.7.4.2
E745S_01653,E745S_01653,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01654,E745S_01654,CDS,galK_1,Galactokinase,Galactokinase,galK_1 / Galactokinase,,2.7.1.6
E745S_01655,E745S_01655,CDS,NA,Deoxyguanosine kinase,Deoxyguanosine kinase,Deoxyguanosine kinase,COG1428,2.7.1.113
E745S_01656,E745S_01656,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01657,E745S_01657,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01658,E745S_01658,CDS,infC,Translation initiation factor IF-3,Translation initiation factor IF-3,infC / Translation initiation factor IF-3,,
E745S_01659,E745S_01659,CDS,rpmI,50S ribosomal protein L35,50S ribosomal protein L35,rpmI / 50S ribosomal protein L35,COG0291,
E745S_01660,E745S_01660,CDS,rplT,50S ribosomal protein L20,50S ribosomal protein L20,rplT / 50S ribosomal protein L20,COG0292,
E745S_01661,E745S_01661,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01662,E745S_01662,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01663,E745S_01663,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01664,E745S_01664,CDS,rspR_2,HTH-type transcriptional repressor RspR,HTH-type transcriptional repressor RspR,rspR_2 / HTH-type transcriptional repressor RspR,COG1802,
E745S_01665,E745S_01665,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01666,E745S_01666,CDS,NA,1,4-dihydroxy-2-naphthoyl-CoA hydrolase,1,4-dihydroxy-2-naphthoyl-CoA hydrolase,1,4-dihydroxy-2-naphthoyl-CoA hydrolase,,3.1.2.28
E745S_01667,E745S_01667,CDS,nnrD,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,nnrD / ADP-dependent (S)-NAD(P)H-hydrate dehydratase,COG0063,4.2.1.136
E745S_01668,E745S_01668,CDS,pepV,Beta-Ala-Xaa dipeptidase,Beta-Ala-Xaa dipeptidase,pepV / Beta-Ala-Xaa dipeptidase,,3.4.13.-
E745S_01669,E745S_01669,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01670,E745S_01670,CDS,NA,3-sulfolactaldehyde dehydrogenase,3-sulfolactaldehyde dehydrogenase,3-sulfolactaldehyde dehydrogenase,,1.2.1.97
E745S_01671,E745S_01671,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01672,E745S_01672,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01673,E745S_01673,CDS,pepA,Glutamyl aminopeptidase,Glutamyl aminopeptidase,pepA / Glutamyl aminopeptidase,COG1363,3.4.11.7
E745S_01674,E745S_01674,CDS,ytpP,Thioredoxin-like protein YtpP,Thioredoxin-like protein YtpP,ytpP / Thioredoxin-like protein YtpP,,
E745S_01675,E745S_01675,CDS,NA,Putative universal stress protein,Putative universal stress protein,Putative universal stress protein,,
E745S_01676,E745S_01676,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01677,E745S_01677,CDS,htrA,Serine protease Do-like HtrA,Serine protease Do-like HtrA,htrA / Serine protease Do-like HtrA,COG0265,3.4.21.107
E745S_01678,E745S_01678,CDS,rlmH,Ribosomal RNA large subunit methyltransferase H,Ribosomal RNA large subunit methyltransferase H,rlmH / Ribosomal RNA large subunit methyltransferase H,COG1576,2.1.1.177
E745S_01679,E745S_01679,CDS,NA,IS3 family transposase IS1485,IS3 family transposase IS1485,IS3 family transposase IS1485,,
E745S_01680,E745S_01680,CDS,NA,IS3 family transposase IS1485,IS3 family transposase IS1485,IS3 family transposase IS1485,,
E745S_01681,E745S_01681,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01682,E745S_01682,CDS,NA,IS982 family transposase ISEfm1,IS982 family transposase ISEfm1,IS982 family transposase ISEfm1,,
E745S_01683,E745S_01683,CDS,rhaR_5,HTH-type transcriptional activator RhaR,HTH-type transcriptional activator RhaR,rhaR_5 / HTH-type transcriptional activator RhaR,,
E745S_01684,E745S_01684,CDS,agaA_2,Alpha-galactosidase AgaA,Alpha-galactosidase AgaA,agaA_2 / Alpha-galactosidase AgaA,,3.2.1.22
E745S_01685,E745S_01685,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01686,E745S_01686,CDS,NA,IS1380 family transposase IS1678,IS1380 family transposase IS1678,IS1380 family transposase IS1678,,
E745S_01687,E745S_01687,CDS,NA,IS256 family transposase ISEf1,IS256 family transposase ISEf1,IS256 family transposase ISEf1,,
E745S_01688,E745S_01688,CDS,NA,IS256 family transposase ISEf1,IS256 family transposase ISEf1,IS256 family transposase ISEf1,,
E745S_01689,E745S_01689,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01690,E745S_01690,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01691,E745S_01691,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01692,E745S_01692,CDS,NA,IS1380 family transposase IS1678,IS1380 family transposase IS1678,IS1380 family transposase IS1678,,
E745S_01693,E745S_01693,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01694,E745S_01694,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01695,E745S_01695,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01696,E745S_01696,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01697,E745S_01697,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01698,E745S_01698,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01699,E745S_01699,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01700,E745S_01700,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01701,E745S_01701,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01702,E745S_01702,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01703,E745S_01703,CDS,NA,IS30 family transposase IS1252,IS30 family transposase IS1252,IS30 family transposase IS1252,COG2826,
E745S_01704,E745S_01704,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01705,E745S_01705,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01706,E745S_01706,CDS,norR,Anaerobic nitric oxide reductase transcription regulator NorR,Anaerobic nitric oxide reductase transcription regulato,norR / Anaerobic nitric oxide reductase transcription regulato,,
E745S_01707,E745S_01707,CDS,sorB_2,PTS system sorbose-specific EIIB component,PTS system sorbose-specific EIIB component,sorB_2 / PTS system sorbose-specific EIIB component,COG3444,2.7.1.206
E745S_01708,E745S_01708,CDS,agaC_1,N-acetylgalactosamine permease IIC component 1,N-acetylgalactosamine permease IIC component 1,agaC_1 / N-acetylgalactosamine permease IIC component 1,COG3715,
E745S_01709,E745S_01709,CDS,manZ_2,PTS system mannose-specific EIID component,PTS system mannose-specific EIID component,manZ_2 / PTS system mannose-specific EIID component,COG3716,
E745S_01710,E745S_01710,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01711,E745S_01711,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01712,E745S_01712,CDS,gmuE_2,Putative fructokinase,Putative fructokinase,gmuE_2 / Putative fructokinase,COG1940,2.7.1.4
E745S_01713,E745S_01713,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01714,E745S_01714,CDS,NA,IS30 family transposase IS1252,IS30 family transposase IS1252,IS30 family transposase IS1252,COG2826,
E745S_01715,E745S_01715,CDS,NA,IS630 family transposase ISBs2,IS630 family transposase ISBs2,IS630 family transposase ISBs2,,
E745S_01716,E745S_01716,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01717,E745S_01717,CDS,sstT,Serine/threonine transporter SstT,Serine/threonine transporter SstT,sstT / Serine/threonine transporter SstT,COG3633,
E745S_01718,E745S_01718,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01719,E745S_01719,CDS,manR_2,Transcriptional regulator ManR,Transcriptional regulator ManR,manR_2 / Transcriptional regulator ManR,COG1762,
E745S_01720,E745S_01720,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01721,E745S_01721,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01722,E745S_01722,CDS,NA,IS30 family transposase IS1252,IS30 family transposase IS1252,IS30 family transposase IS1252,COG2826,
E745S_01723,E745S_01723,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01724,E745S_01724,CDS,paiA,Spermidine/spermine N(1)-acetyltransferase,Spermidine/spermine N(1)-acetyltransferase,paiA / Spermidine/spermine N(1)-acetyltransferase,COG0454,2.3.1.57
E745S_01725,E745S_01725,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01726,E745S_01726,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01727,E745S_01727,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01728,E745S_01728,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01729,E745S_01729,CDS,pbuG,Guanine/hypoxanthine permease PbuG,Guanine/hypoxanthine permease PbuG,pbuG / Guanine/hypoxanthine permease PbuG,COG2252,
E745S_01730,E745S_01730,CDS,malL_2,Oligo-1,6-glucosidase,Oligo-1,6-glucosidase,malL_2 / Oligo-1,6-glucosidase,COG0366,3.2.1.10
E745S_01731,E745S_01731,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01732,E745S_01732,CDS,NA,putative oxidoreductase,putative oxidoreductase,putative oxidoreductase,,1.-.-.-
E745S_01733,E745S_01733,CDS,hchA,Protein/nucleic acid deglycase 1,Protein/nucleic acid deglycase 1,hchA / Protein/nucleic acid deglycase 1,COG0693,3.1.2.-
E745S_01734,E745S_01734,CDS,npr_1,NADH peroxidase,NADH peroxidase,npr_1 / NADH peroxidase,COG0446,1.11.1.1
E745S_01735,E745S_01735,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01736,E745S_01736,CDS,glpK,Glycerol kinase,Glycerol kinase,glpK / Glycerol kinase,COG0554,2.7.1.30
E745S_01737,E745S_01737,CDS,glpO,Alpha-glycerophosphate oxidase,Alpha-glycerophosphate oxidase,glpO / Alpha-glycerophosphate oxidase,COG0578,1.1.3.21
E745S_01738,E745S_01738,CDS,glpF,Glycerol uptake facilitator protein,Glycerol uptake facilitator protein,glpF / Glycerol uptake facilitator protein,COG0580,
E745S_01739,E745S_01739,CDS,mutS2_1,Endonuclease MutS2,Endonuclease MutS2,mutS2_1 / Endonuclease MutS2,,3.1.-.-
E745S_01740,E745S_01740,CDS,pgsA2,Putative cardiolipin synthase,Putative cardiolipin synthase,pgsA2 / Putative cardiolipin synthase,COG0558,2.7.8.41
E745S_01741,E745S_01741,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01742,E745S_01742,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01743,E745S_01743,CDS,glpE,Thiosulfate sulfurtransferase GlpE,Thiosulfate sulfurtransferase GlpE,glpE / Thiosulfate sulfurtransferase GlpE,,2.8.1.1
E745S_01744,E745S_01744,CDS,cdr_1,Coenzyme A disulfide reductase,Coenzyme A disulfide reductase,cdr_1 / Coenzyme A disulfide reductase,,1.8.1.14
E745S_01745,E745S_01745,CDS,helD_2,DNA helicase IV,DNA helicase IV,helD_2 / DNA helicase IV,COG3973,3.6.4.12
E745S_01746,E745S_01746,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01747,E745S_01747,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01748,E745S_01748,CDS,pgaC,Poly-beta-1,6-N-acetyl-D-glucosamine synthase,Poly-beta-1,6-N-acetyl-D-glucosamine synthase,pgaC / Poly-beta-1,6-N-acetyl-D-glucosamine synthase,COG1215,2.4.1.-
E745S_01749,E745S_01749,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01750,E745S_01750,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01751,E745S_01751,CDS,dhaM-2,PEP-dependent dihydroxyacetone kinase 2, phosphoryl donor subunit DhaM,PEP-dependent dihydroxyacetone kinase 2, phosphoryl don,dhaM-2 / PEP-dependent dihydroxyacetone kinase 2, phosphoryl don,COG3412,2.7.1.121
E745S_01752,E745S_01752,CDS,dhaK,PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK,PTS-dependent dihydroxyacetone kinase, dihydroxyacetone,dhaK / PTS-dependent dihydroxyacetone kinase, dihydroxyacetone,COG2376,2.7.1.121
E745S_01753,E745S_01753,CDS,dhaL,PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL,PTS-dependent dihydroxyacetone kinase, ADP-binding subu,dhaL / PTS-dependent dihydroxyacetone kinase, ADP-binding subu,COG2376,2.7.1.121
E745S_01754,E745S_01754,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01755,E745S_01755,CDS,anr,Transcriptional activator protein Anr,Transcriptional activator protein Anr,anr / Transcriptional activator protein Anr,,
E745S_01756,E745S_01756,CDS,NA,Multidrug efflux system permease protein,Multidrug efflux system permease protein,Multidrug efflux system permease protein,COG3559,
E745S_01757,E745S_01757,CDS,NA,Multidrug efflux system ATP-binding protein,Multidrug efflux system ATP-binding protein,Multidrug efflux system ATP-binding protein,COG1131,7.6.2.-
E745S_01758,E745S_01758,CDS,NA,IS30 family transposase IS1252,IS30 family transposase IS1252,IS30 family transposase IS1252,COG2826,
E745S_01759,E745S_01759,CDS,artM_3,Arginine transport ATP-binding protein ArtM,Arginine transport ATP-binding protein ArtM,artM_3 / Arginine transport ATP-binding protein ArtM,COG1126,
E745S_01760,E745S_01760,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01761,E745S_01761,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01762,E745S_01762,CDS,tyrS1,Tyrosine--tRNA ligase 1,Tyrosine--tRNA ligase 1,tyrS1 / Tyrosine--tRNA ligase 1,COG0162,6.1.1.1
E745S_01763,E745S_01763,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01764,E745S_01764,CDS,gadC_2,putative glutamate/gamma-aminobutyrate antiporter,putative glutamate/gamma-aminobutyrate antiporter,gadC_2 / putative glutamate/gamma-aminobutyrate antiporter,COG0531,
E745S_01765,E745S_01765,CDS,nhaC_1,Na(+)/H(+) antiporter NhaC,Na(+)/H(+) antiporter NhaC,nhaC_1 / Na(+)/H(+) antiporter NhaC,COG1757,
E745S_01766,E745S_01766,CDS,nhaC_2,Na(+)/H(+) antiporter NhaC,Na(+)/H(+) antiporter NhaC,nhaC_2 / Na(+)/H(+) antiporter NhaC,COG1757,
E745S_01767,E745S_01767,CDS,ccpA_1,Catabolite control protein A,Catabolite control protein A,ccpA_1 / Catabolite control protein A,COG1609,
E745S_01768,E745S_01768,CDS,mro_1,Aldose 1-epimerase,Aldose 1-epimerase,mro_1 / Aldose 1-epimerase,COG2017,5.1.3.3
E745S_01769,E745S_01769,CDS,pgmB,Beta-phosphoglucomutase,Beta-phosphoglucomutase,pgmB / Beta-phosphoglucomutase,COG0637,5.4.2.6
E745S_01770,E745S_01770,CDS,malP,Maltose phosphorylase,Maltose phosphorylase,malP / Maltose phosphorylase,,2.4.1.8
E745S_01771,E745S_01771,CDS,ptsG_3,PTS system glucose-specific EIICBA component,PTS system glucose-specific EIICBA component,ptsG_3 / PTS system glucose-specific EIICBA component,COG1263,2.7.1.199
E745S_01772,E745S_01772,CDS,mapP,Maltose 6'-phosphate phosphatase,Maltose 6'-phosphate phosphatase,mapP / Maltose 6'-phosphate phosphatase,,3.1.3.90
E745S_01773,E745S_01773,CDS,NA,hypothetical protein,hypothetical protein,hypothetical protein,,
E745S_01774,E745S_01774,CDS,NA,IS1380 family transposase IS1678,IS1380 family transposase IS1678,IS1380 family transposase IS1678,,
