locus_tag	ftype	length_bp	gene	EC_number	COG	product
E745S_01615	gene	351	acpS			
E745S_01615	CDS	351	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
E745S_01616	gene	1122	alr			
E745S_01616	CDS	1122	alr	5.1.1.1	COG0787	Alanine racemase
E745S_01617	gene	363	ndoA			
E745S_01617	CDS	363	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
E745S_01618	gene	270	rpsN2_2			
E745S_01618	CDS	270	rpsN2_2		COG0199	Alternate 30S ribosomal protein S14
E745S_01619	gene	948				
E745S_01619	CDS	948				Zinc-type alcohol dehydrogenase-like protein
E745S_01620	gene	2706				
E745S_01620	CDS	2706				hypothetical protein
E745S_01621	gene	1824	kimA			
E745S_01621	CDS	1824	kimA		COG0531	Potassium transporter KimA
E745S_01622	gene	264				
E745S_01622	CDS	264				hypothetical protein
E745S_01623	gene	267				
E745S_01623	CDS	267				hypothetical protein
E745S_01624	gene	489				
E745S_01624	CDS	489				hypothetical protein
E745S_01625	gene	99				
E745S_01625	CDS	99				hypothetical protein
E745S_01626	gene	672	opuCD			
E745S_01626	CDS	672	opuCD		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCD
E745S_01627	gene	918	opuCC			
E745S_01627	CDS	918	opuCC		COG1732	Glycine betaine/carnitine/choline-binding protein OpuCC
E745S_01628	gene	642	opuCB			
E745S_01628	CDS	642	opuCB		COG1174	Carnitine transport permease protein OpuCB
E745S_01629	gene	1176	opuCA_2			
E745S_01629	CDS	1176	opuCA_2	7.6.2.9	COG1125	Carnitine transport ATP-binding protein OpuCA
E745S_01630	gene	1032	queA			
E745S_01630	CDS	1032	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
E745S_01631	gene	309	yoaB			
E745S_01631	CDS	309	yoaB	7.2.2.10	COG0474	Calcium-transporting ATPase 1
E745S_01632	gene	2292				
E745S_01632	CDS	2292		7.2.2.10		Calcium-transporting ATPase 1
E745S_01633	gene	699				
E745S_01633	CDS	699				hypothetical protein
E745S_01634	gene	1146	tgt			
E745S_01634	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
E745S_01635	gene	381				
E745S_01635	CDS	381				hypothetical protein
E745S_01636	gene	1320				
E745S_01636	CDS	1320				IS1380 family transposase IS1678
E745S_01637	gene	2598	adhE			
E745S_01637	CDS	2598	adhE		COG1012	Aldehyde-alcohol dehydrogenase
E745S_01638	gene	954				
E745S_01638	CDS	954			COG2826	IS30 family transposase IS1252
E745S_01639	gene	189				
E745S_01639	CDS	189				hypothetical protein
E745S_01640	gene	1461	rhaB			
E745S_01640	CDS	1461	rhaB	2.7.1.5		Rhamnulokinase
E745S_01641	gene	1257	rhaA			
E745S_01641	CDS	1257	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
E745S_01642	gene	846	rhaD			
E745S_01642	CDS	846	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
E745S_01643	gene	312	rhaM			
E745S_01643	CDS	312	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
E745S_01644	gene	1152	fucO			
E745S_01644	CDS	1152	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
E745S_01645	gene	759	iclR			
E745S_01645	CDS	759	iclR		COG1414	Transcriptional repressor IclR
E745S_01646	gene	645	kdgA			
E745S_01646	CDS	645	kdgA		COG0800	KHG/KDPG aldolase
E745S_01647	gene	1008	kdgK			
E745S_01647	CDS	1008	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
E745S_01648	gene	843	kduI1			
E745S_01648	CDS	843	kduI1	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1
E745S_01649	gene	135				
E745S_01649	CDS	135				hypothetical protein
E745S_01650	gene	675	kduD			
E745S_01650	CDS	675	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
E745S_01651	gene	1065	fni			
E745S_01651	CDS	1065	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
E745S_01652	gene	1086				
E745S_01652	CDS	1086		2.7.4.2		Phosphomevalonate kinase
E745S_01653	gene	978				
E745S_01653	CDS	978				hypothetical protein
E745S_01654	gene	945	galK_1			
E745S_01654	CDS	945	galK_1	2.7.1.6		Galactokinase
E745S_01655	gene	654				
E745S_01655	CDS	654		2.7.1.113	COG1428	Deoxyguanosine kinase
E745S_01656	gene	906				
E745S_01656	CDS	906				hypothetical protein
E745S_01657	gene	633				
E745S_01657	CDS	633				hypothetical protein
E745S_01658	gene	525	infC			
E745S_01658	CDS	525	infC			Translation initiation factor IF-3
E745S_01659	gene	201	rpmI			
E745S_01659	CDS	201	rpmI		COG0291	50S ribosomal protein L35
E745S_01660	gene	360	rplT			
E745S_01660	CDS	360	rplT		COG0292	50S ribosomal protein L20
E745S_01661	gene	1338				
E745S_01661	CDS	1338				hypothetical protein
E745S_01662	gene	2130				
E745S_01662	CDS	2130				hypothetical protein
E745S_01663	gene	690				
E745S_01663	CDS	690				hypothetical protein
E745S_01664	gene	687	rspR_2			
E745S_01664	CDS	687	rspR_2		COG1802	HTH-type transcriptional repressor RspR
E745S_01665	gene	168				
E745S_01665	CDS	168				hypothetical protein
E745S_01666	gene	441				
E745S_01666	CDS	441		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
E745S_01667	gene	846	nnrD			
E745S_01667	CDS	846	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
E745S_01668	gene	1419	pepV			
E745S_01668	CDS	1419	pepV	3.4.13.-		Beta-Ala-Xaa dipeptidase
E745S_01669	gene	291				
E745S_01669	CDS	291				hypothetical protein
E745S_01670	gene	318				
E745S_01670	CDS	318		1.2.1.97		3-sulfolactaldehyde dehydrogenase
E745S_01671	gene	957				
E745S_01671	CDS	957				hypothetical protein
E745S_01672	gene	354				
E745S_01672	CDS	354				hypothetical protein
E745S_01673	gene	1080	pepA			
E745S_01673	CDS	1080	pepA	3.4.11.7	COG1363	Glutamyl aminopeptidase
E745S_01674	gene	321	ytpP			
E745S_01674	CDS	321	ytpP			Thioredoxin-like protein YtpP
E745S_01675	gene	468				
E745S_01675	CDS	468				Putative universal stress protein
E745S_01676	gene	606				
E745S_01676	CDS	606				hypothetical protein
E745S_01677	gene	1284	htrA			
E745S_01677	CDS	1284	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
E745S_01678	gene	480	rlmH			
E745S_01678	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
E745S_01679	gene	837				
E745S_01679	CDS	837				IS3 family transposase IS1485
E745S_01680	gene	291				
E745S_01680	CDS	291				IS3 family transposase IS1485
E745S_01681	gene	1131				
E745S_01681	CDS	1131				hypothetical protein
E745S_01682	gene	909				
E745S_01682	CDS	909				IS982 family transposase ISEfm1
E745S_01683	gene	855	rhaR_5			
E745S_01683	CDS	855	rhaR_5			HTH-type transcriptional activator RhaR
E745S_01684	gene	2250	agaA_2			
E745S_01684	CDS	2250	agaA_2	3.2.1.22		Alpha-galactosidase AgaA
E745S_01685	gene	1173				
E745S_01685	CDS	1173				hypothetical protein
E745S_01686	gene	1320				
E745S_01686	CDS	1320				IS1380 family transposase IS1678
E745S_01687	gene	360				
E745S_01687	CDS	360				IS256 family transposase ISEf1
E745S_01688	gene	777				
E745S_01688	CDS	777				IS256 family transposase ISEf1
E745S_01689	gene	309				
E745S_01689	CDS	309				hypothetical protein
E745S_01690	gene	300				
E745S_01690	CDS	300				hypothetical protein
E745S_01691	gene	552				
E745S_01691	CDS	552				hypothetical protein
E745S_01692	gene	1320				
E745S_01692	CDS	1320				IS1380 family transposase IS1678
E745S_01693	gene	294				
E745S_01693	CDS	294				hypothetical protein
E745S_01694	gene	297				
E745S_01694	CDS	297				hypothetical protein
E745S_01695	gene	663				
E745S_01695	CDS	663				hypothetical protein
E745S_01696	gene	903				
E745S_01696	CDS	903				hypothetical protein
E745S_01697	gene	1395				
E745S_01697	CDS	1395				hypothetical protein
E745S_01698	gene	201				
E745S_01698	CDS	201				hypothetical protein
E745S_01699	gene	240				
E745S_01699	CDS	240				hypothetical protein
E745S_01700	gene	1374				
E745S_01700	CDS	1374				hypothetical protein
E745S_01701	gene	1638				
E745S_01701	CDS	1638				hypothetical protein
E745S_01702	gene	1089				
E745S_01702	CDS	1089				hypothetical protein
E745S_01703	gene	954				
E745S_01703	CDS	954			COG2826	IS30 family transposase IS1252
E745S_01704	gene	258				
E745S_01704	CDS	258				hypothetical protein
E745S_01705	gene	405				
E745S_01705	CDS	405				hypothetical protein
E745S_01706	gene	2658	norR			
E745S_01706	CDS	2658	norR			Anaerobic nitric oxide reductase transcription regulator NorR
E745S_01707	gene	477	sorB_2			
E745S_01707	CDS	477	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
E745S_01708	gene	789	agaC_1			
E745S_01708	CDS	789	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
E745S_01709	gene	798	manZ_2			
E745S_01709	CDS	798	manZ_2		COG3716	PTS system mannose-specific EIID component
E745S_01710	gene	396				
E745S_01710	CDS	396				hypothetical protein
E745S_01711	gene	1122				
E745S_01711	CDS	1122				hypothetical protein
E745S_01712	gene	870	gmuE_2			
E745S_01712	CDS	870	gmuE_2	2.7.1.4	COG1940	Putative fructokinase
E745S_01713	gene	162				
E745S_01713	CDS	162				hypothetical protein
E745S_01714	gene	954				
E745S_01714	CDS	954			COG2826	IS30 family transposase IS1252
E745S_01715	gene	513				
E745S_01715	CDS	513				IS630 family transposase ISBs2
E745S_01716	gene	1002				
E745S_01716	CDS	1002				hypothetical protein
E745S_01717	gene	1242	sstT			
E745S_01717	CDS	1242	sstT		COG3633	Serine/threonine transporter SstT
E745S_01718	gene	636				
E745S_01718	CDS	636				hypothetical protein
E745S_01719	gene	1635	manR_2			
E745S_01719	CDS	1635	manR_2		COG1762	Transcriptional regulator ManR
E745S_01720	gene	432				
E745S_01720	CDS	432				hypothetical protein
E745S_01721	gene	249				
E745S_01721	CDS	249				hypothetical protein
E745S_01722	gene	954				
E745S_01722	CDS	954			COG2826	IS30 family transposase IS1252
E745S_01723	gene	453				
E745S_01723	CDS	453				hypothetical protein
E745S_01724	gene	522	paiA			
E745S_01724	CDS	522	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
E745S_01725	gene	711				
E745S_01725	CDS	711				hypothetical protein
E745S_01726	gene	369				
E745S_01726	CDS	369				hypothetical protein
E745S_01727	gene	225				
E745S_01727	CDS	225				hypothetical protein
E745S_01728	gene	1554				
E745S_01728	CDS	1554				hypothetical protein
E745S_01729	gene	1314	pbuG			
E745S_01729	CDS	1314	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
E745S_01730	gene	1638	malL_2			
E745S_01730	CDS	1638	malL_2	3.2.1.10	COG0366	Oligo-1,6-glucosidase
E745S_01731	gene	495				
E745S_01731	CDS	495				hypothetical protein
E745S_01732	gene	1092				
E745S_01732	CDS	1092		1.-.-.-		putative oxidoreductase
E745S_01733	gene	678	hchA			
E745S_01733	CDS	678	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
E745S_01734	gene	1296	npr_1			
E745S_01734	CDS	1296	npr_1	1.11.1.1	COG0446	NADH peroxidase
E745S_01735	gene	1461				
E745S_01735	CDS	1461				hypothetical protein
E745S_01736	gene	1497	glpK			
E745S_01736	CDS	1497	glpK	2.7.1.30	COG0554	Glycerol kinase
E745S_01737	gene	1824	glpO			
E745S_01737	CDS	1824	glpO	1.1.3.21	COG0578	Alpha-glycerophosphate oxidase
E745S_01738	gene	717	glpF			
E745S_01738	CDS	717	glpF		COG0580	Glycerol uptake facilitator protein
E745S_01739	gene	1929	mutS2_1			
E745S_01739	CDS	1929	mutS2_1	3.1.-.-		Endonuclease MutS2
E745S_01740	gene	555	pgsA2			
E745S_01740	CDS	555	pgsA2	2.7.8.41	COG0558	Putative cardiolipin synthase
E745S_01741	gene	315				
E745S_01741	CDS	315				hypothetical protein
E745S_01742	gene	261				
E745S_01742	CDS	261				hypothetical protein
E745S_01743	gene	315	glpE			
E745S_01743	CDS	315	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
E745S_01744	gene	1656	cdr_1			
E745S_01744	CDS	1656	cdr_1	1.8.1.14		Coenzyme A disulfide reductase
E745S_01745	gene	1851	helD_2			
E745S_01745	CDS	1851	helD_2	3.6.4.12	COG3973	DNA helicase IV
E745S_01746	gene	288				
E745S_01746	CDS	288				hypothetical protein
E745S_01747	gene	348				
E745S_01747	CDS	348				hypothetical protein
E745S_01748	gene	1305	pgaC			
E745S_01748	CDS	1305	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
E745S_01749	gene	858				
E745S_01749	CDS	858				hypothetical protein
E745S_01750	gene	321				
E745S_01750	CDS	321				hypothetical protein
E745S_01751	gene	396	dhaM-2			
E745S_01751	CDS	396	dhaM-2	2.7.1.121	COG3412	PEP-dependent dihydroxyacetone kinase 2, phosphoryl donor subunit DhaM
E745S_01752	gene	1011	dhaK			
E745S_01752	CDS	1011	dhaK	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
E745S_01753	gene	606	dhaL			
E745S_01753	CDS	606	dhaL	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
E745S_01754	gene	666				
E745S_01754	CDS	666				hypothetical protein
E745S_01755	gene	660	anr			
E745S_01755	CDS	660	anr			Transcriptional activator protein Anr
E745S_01756	gene	1611				
E745S_01756	CDS	1611			COG3559	Multidrug efflux system permease protein
E745S_01757	gene	621				
E745S_01757	CDS	621		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
E745S_01758	gene	954				
E745S_01758	CDS	954			COG2826	IS30 family transposase IS1252
E745S_01759	gene	249	artM_3			
E745S_01759	CDS	249	artM_3		COG1126	Arginine transport ATP-binding protein ArtM
E745S_01760	gene	600				
E745S_01760	CDS	600				hypothetical protein
E745S_01761	gene	1302				
E745S_01761	CDS	1302				hypothetical protein
E745S_01762	gene	1257	tyrS1			
E745S_01762	CDS	1257	tyrS1	6.1.1.1	COG0162	Tyrosine--tRNA ligase 1
E745S_01763	gene	1878				
E745S_01763	CDS	1878				hypothetical protein
E745S_01764	gene	1422	gadC_2			
E745S_01764	CDS	1422	gadC_2		COG0531	putative glutamate/gamma-aminobutyrate antiporter
E745S_01765	gene	816	nhaC_1			
E745S_01765	CDS	816	nhaC_1		COG1757	Na(+)/H(+) antiporter NhaC
E745S_01766	gene	516	nhaC_2			
E745S_01766	CDS	516	nhaC_2		COG1757	Na(+)/H(+) antiporter NhaC
E745S_01767	gene	1020	ccpA_1			
E745S_01767	CDS	1020	ccpA_1		COG1609	Catabolite control protein A
E745S_01768	gene	1008	mro_1			
E745S_01768	CDS	1008	mro_1	5.1.3.3	COG2017	Aldose 1-epimerase
E745S_01769	gene	666	pgmB			
E745S_01769	CDS	666	pgmB	5.4.2.6	COG0637	Beta-phosphoglucomutase
E745S_01770	gene	2295	malP			
E745S_01770	CDS	2295	malP	2.4.1.8		Maltose phosphorylase
E745S_01771	gene	2166	ptsG_3			
E745S_01771	CDS	2166	ptsG_3	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
E745S_01772	gene	834	mapP			
E745S_01772	CDS	834	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
E745S_01773	gene	1662				
E745S_01773	CDS	1662				hypothetical protein
E745S_01774	gene	1320				
E745S_01774	CDS	1320				IS1380 family transposase IS1678
E745S_01775	gene	969				
E745S_01775	CDS	969				hypothetical protein
E745S_01776	gene	444	yiaC			
E745S_01776	CDS	444	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
E745S_01777	gene	531	padC			
E745S_01777	CDS	531	padC	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
E745S_01778	gene	552				
E745S_01778	CDS	552				hypothetical protein
E745S_01779	gene	474				
E745S_01779	CDS	474				hypothetical protein
E745S_01780	gene	1473	emrB			
E745S_01780	CDS	1473	emrB			Multidrug export protein EmrB
E745S_01781	gene	666				
E745S_01781	CDS	666				hypothetical protein
E745S_01782	gene	285				
E745S_01782	CDS	285				hypothetical protein
E745S_01783	gene	420				
E745S_01783	CDS	420				hypothetical protein
E745S_01784	gene	585	vdcB			
E745S_01784	CDS	585	vdcB	2.5.1.129		putative UbiX-like flavin prenyltransferase
E745S_01785	gene	1476	lpdC			
E745S_01785	CDS	1476	lpdC	4.1.1.59	COG0043	Gallate decarboxylase
E745S_01786	gene	312				
E745S_01786	CDS	312				hypothetical protein
E745S_01787	gene	2337	btuD_4			
E745S_01787	CDS	2337	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
E745S_01788	gene	669	hssR			
E745S_01788	CDS	669	hssR			Heme response regulator HssR
E745S_01789	gene	1044	sasA_3			
E745S_01789	CDS	1044	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
E745S_01790	gene	882	gltC_2			
E745S_01790	CDS	882	gltC_2			HTH-type transcriptional regulator GltC
E745S_01791	gene	729	ydfK			
E745S_01791	CDS	729	ydfK		COG1811	putative membrane protein YdfK
E745S_01792	gene	318				
E745S_01792	CDS	318				hypothetical protein
E745S_01793	gene	609				
E745S_01793	CDS	609				hypothetical protein
E745S_01794	gene	831				
E745S_01794	CDS	831				hypothetical protein
E745S_01795	gene	489				
E745S_01795	CDS	489				hypothetical protein
E745S_01796	gene	873				
E745S_01796	CDS	873				hypothetical protein
E745S_01797	gene	363				
E745S_01797	CDS	363				hypothetical protein
E745S_01798	gene	753	bceA_1			
E745S_01798	CDS	753	bceA_1		COG1136	Bacitracin export ATP-binding protein BceA
E745S_01799	gene	1803	bceB_1			
E745S_01799	CDS	1803	bceB_1		COG0577	Bacitracin export permease protein BceB
E745S_01800	gene	1041	mro_2			
E745S_01800	CDS	1041	mro_2	5.1.3.3	COG2017	Aldose 1-epimerase
E745S_01801	gene	2145				
E745S_01801	CDS	2145				hypothetical protein
E745S_01802	gene	1374	bglF_1			
E745S_01802	CDS	1374	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
E745S_01803	gene	396	rbsD			
E745S_01803	CDS	396	rbsD	5.4.99.62	COG1869	D-ribose pyranase
E745S_01804	gene	918	rbsK			
E745S_01804	CDS	918	rbsK	2.7.1.15		Ribokinase
E745S_01805	gene	1014	degA_2			
E745S_01805	CDS	1014	degA_2		COG1609	HTH-type transcriptional regulator DegA
E745S_01806	gene	600	yecD			
E745S_01806	CDS	600	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
E745S_01807	gene	702				
E745S_01807	CDS	702			COG1136	putative ABC transporter ATP-binding protein
E745S_01808	gene	2712				
E745S_01808	CDS	2712				hypothetical protein
E745S_01809	gene	1629	treA			
E745S_01809	CDS	1629	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
E745S_01810	gene	1182				
E745S_01810	CDS	1182				hypothetical protein
E745S_01811	gene	1530				
E745S_01811	CDS	1530				hypothetical protein
E745S_01812	gene	729	agrA			
E745S_01812	CDS	729	agrA		COG3279	Accessory gene regulator protein A
E745S_01813	gene	1281				
E745S_01813	CDS	1281				hypothetical protein
E745S_01814	gene	111				
E745S_01814	CDS	111				hypothetical protein
E745S_01815	gene	603	agrB			
E745S_01815	CDS	603	agrB	3.4.-.-	COG4512	Accessory gene regulator protein B
E745S_01816	gene	207				
E745S_01816	CDS	207				hypothetical protein
E745S_01817	gene	708				
E745S_01817	CDS	708		2.7.1.113	COG1428	Deoxyguanosine kinase
E745S_01818	gene	684				
E745S_01818	CDS	684				hypothetical protein
E745S_01819	gene	2187	yjcD			
E745S_01819	CDS	2187	yjcD	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
E745S_01820	gene	411	spxA_4			
E745S_01820	CDS	411	spxA_4		COG1393	Regulatory protein Spx
E745S_01821	gene	357	spxA_5			
E745S_01821	CDS	357	spxA_5		COG1393	Regulatory protein Spx
E745S_01822	gene	471	bsaA			
E745S_01822	CDS	471	bsaA			Glutathione peroxidase BsaA
E745S_01823	gene	459	luxS			
E745S_01823	CDS	459	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
E745S_01824	gene	1146	metB			
E745S_01824	CDS	1146	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
E745S_01825	gene	918	cysM			
E745S_01825	CDS	918	cysM	2.5.1.47	COG0031	Cysteine synthase
E745S_01826	gene	564	efp			
E745S_01826	CDS	564	efp			Elongation factor P
E745S_01827	gene	1260	lysA			
E745S_01827	CDS	1260	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
E745S_01828	gene	801	dapF			
E745S_01828	CDS	801	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
E745S_01829	gene	882	dapA			
E745S_01829	CDS	882	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
E745S_01830	gene	717	dapB			
E745S_01830	CDS	717	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
E745S_01831	gene	696	dapH_2			
E745S_01831	CDS	696	dapH_2	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
E745S_01832	gene	1002	asd			
E745S_01832	CDS	1002	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
E745S_01833	gene	1362	yclM			
E745S_01833	CDS	1362	yclM	2.7.2.4	COG0527	Aspartokinase 3
E745S_01834	gene	1152	scmP			
E745S_01834	CDS	1152	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
E745S_01835	gene	1170	dapX			
E745S_01835	CDS	1170	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
E745S_01836	gene	1380	npr_2			
E745S_01836	CDS	1380	npr_2	1.11.1.1	COG0446	NADH peroxidase
E745S_01837	gene	153				
E745S_01837	CDS	153				hypothetical protein
E745S_01838	gene	702				
E745S_01838	CDS	702				IS3 family transposase ISEfa10
E745S_01839	gene	669				
E745S_01839	CDS	669				hypothetical protein
E745S_01840	gene	321				
E745S_01840	CDS	321				hypothetical protein
E745S_01841	gene	1383	umuC_1			
E745S_01841	CDS	1383	umuC_1		COG0389	Protein UmuC
E745S_01842	gene	1188	galK_2			
E745S_01842	CDS	1188	galK_2	2.7.1.6	COG0153	Galactokinase
E745S_01843	gene	1032	galM			
E745S_01843	CDS	1032	galM	5.1.3.3	COG2017	Aldose 1-epimerase
E745S_01844	gene	1467	lacS			
E745S_01844	CDS	1467	lacS		COG2190	Lactose permease
E745S_01845	gene	906	rhaS_2			
E745S_01845	CDS	906	rhaS_2			HTH-type transcriptional activator RhaS
E745S_01846	gene	678	kefG			
E745S_01846	CDS	678	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
E745S_01847	gene	171				
E745S_01847	CDS	171				hypothetical protein
E745S_01848	gene	897				
E745S_01848	CDS	897				hypothetical protein
E745S_01849	gene	1371	yifK			
E745S_01849	CDS	1371	yifK		COG1113	putative transport protein YifK
E745S_01850	gene	747	scaC_2			
E745S_01850	CDS	747	scaC_2	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
E745S_01851	gene	840	mntB			
E745S_01851	CDS	840	mntB			Manganese transport system membrane protein MntB
E745S_01852	gene	951	ssaB_2			
E745S_01852	CDS	951	ssaB_2		COG0803	Manganese ABC transporter substrate-binding lipoprotein
E745S_01853	gene	753				
E745S_01853	CDS	753				hypothetical protein
E745S_01854	gene	1152	queG			
E745S_01854	CDS	1152	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
E745S_01855	gene	609				
E745S_01855	CDS	609				hypothetical protein
E745S_01856	gene	1638	pckA			
E745S_01856	CDS	1638	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
E745S_01857	gene	1113	thiO			
E745S_01857	CDS	1113	thiO	1.4.3.19	COG0665	Glycine oxidase
E745S_01858	gene	1374	ribZ_2			
E745S_01858	CDS	1374	ribZ_2			Riboflavin transporter RibZ
E745S_01859	gene	618				
E745S_01859	CDS	618				hypothetical protein
E745S_01860	gene	456	argR_2			
E745S_01860	CDS	456	argR_2			Arginine repressor
E745S_01861	gene	1503	algC			
E745S_01861	CDS	1503	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
E745S_01862	gene	207				
E745S_01862	CDS	207				hypothetical protein
E745S_01863	gene	402	ohrB_1			
E745S_01863	CDS	402	ohrB_1		COG1764	Organic hydroperoxide resistance protein OhrB
E745S_01864	gene	1332	rclA			
E745S_01864	CDS	1332	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
E745S_01865	gene	627				
E745S_01865	CDS	627				hypothetical protein
E745S_01866	gene	582	acuR			
E745S_01866	CDS	582	acuR			Transcriptional regulator AcuR
E745S_01867	gene	348				
E745S_01867	CDS	348				hypothetical protein
E745S_01868	gene	216				
E745S_01868	CDS	216				hypothetical protein
E745S_01869	gene	339				
E745S_01869	CDS	339				hypothetical protein
E745S_01870	gene	231				
E745S_01870	CDS	231				hypothetical protein
E745S_01871	gene	342	mazF			
E745S_01871	CDS	342	mazF	3.1.27.-	COG2337	Endoribonuclease toxin MazF
E745S_01872	gene	186				
E745S_01872	CDS	186				hypothetical protein
E745S_01873	gene	195				
E745S_01873	CDS	195				hypothetical protein
E745S_01874	gene	831	ydbD			
E745S_01874	CDS	831	ydbD	1.11.1.6	COG3546	putative manganese catalase
E745S_01875	gene	1335	araN_1			
E745S_01875	CDS	1335	araN_1		COG1653	putative arabinose-binding protein
E745S_01876	gene	912	lacF_4			
E745S_01876	CDS	912	lacF_4			Lactose transport system permease protein LacF
E745S_01877	gene	855	araQ_4			
E745S_01877	CDS	855	araQ_4		COG0395	L-arabinose transport system permease protein AraQ
E745S_01878	gene	618				
E745S_01878	CDS	618				hypothetical protein
E745S_01879	gene	519				
E745S_01879	CDS	519				hypothetical protein
E745S_01880	gene	459				
E745S_01880	CDS	459				hypothetical protein
E745S_01881	gene	4038				
E745S_01881	CDS	4038				hypothetical protein
E745S_01882	gene	777				
E745S_01882	CDS	777				hypothetical protein
E745S_01883	gene	534				
E745S_01883	CDS	534				hypothetical protein
E745S_01884	gene	1698				
E745S_01884	CDS	1698				hypothetical protein
E745S_01885	gene	894				
E745S_01885	CDS	894				hypothetical protein
E745S_01886	gene	675	graR			
E745S_01886	CDS	675	graR		COG0745	Response regulator protein GraR
E745S_01887	gene	1026	graS			
E745S_01887	CDS	1026	graS	2.7.13.3	COG0642	Sensor histidine kinase GraS
E745S_01888	gene	867	glcU_2			
E745S_01888	CDS	867	glcU_2		COG4975	putative glucose uptake protein GlcU
E745S_01889	gene	1377	yhdG			
E745S_01889	CDS	1377	yhdG		COG0531	putative amino acid permease YhdG
E745S_01890	gene	1197				
E745S_01890	CDS	1197				TelA-like protein
E745S_01891	gene	663				
E745S_01891	CDS	663				hypothetical protein
E745S_01892	gene	564	act			
E745S_01892	CDS	564	act	3.-.-.-		Methanol dehydrogenase activator
E745S_01893	gene	285				
E745S_01893	CDS	285				hypothetical protein
E745S_01894	gene	693	mtnN			
E745S_01894	CDS	693	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
E745S_01895	gene	546				
E745S_01895	CDS	546				hypothetical protein
E745S_01896	gene	3279				
E745S_01896	CDS	3279				hypothetical protein
E745S_01897	gene	1908	pepO			
E745S_01897	CDS	1908	pepO	3.4.24.-	COG3590	Neutral endopeptidase
E745S_01898	gene	876				
