gene_id,ftype,gene_name,product_name,product_short,plot_label,COG,EC_number
E745S_01002,gene,NA,NA,NA,E745S_01002,,
E745S_01003,gene,NA,NA,NA,E745S_01003,,
E745S_01004,gene,NA,NA,NA,E745S_01004,,
E745S_01005,gene,NA,NA,NA,E745S_01005,,
E745S_01006,gene,NA,NA,NA,E745S_01006,,
E745S_01007,gene,NA,NA,NA,E745S_01007,,
E745S_01008,gene,NA,NA,NA,E745S_01008,,
E745S_01009,gene,pisA,NA,NA,pisA,,
E745S_01010,gene,NA,NA,NA,E745S_01010,,
E745S_01011,gene,opuAA,NA,NA,opuAA,,
E745S_01012,gene,NA,NA,NA,E745S_01012,,
E745S_01013,gene,NA,NA,NA,E745S_01013,,
E745S_01014,gene,feoB,NA,NA,feoB,,
E745S_01015,gene,NA,NA,NA,E745S_01015,,
E745S_01016,gene,nrdH,NA,NA,nrdH,,
E745S_01017,gene,nrdE2,NA,NA,nrdE2,,
E745S_01018,gene,nrdF,NA,NA,nrdF,,
E745S_01019,gene,NA,NA,NA,E745S_01019,,
E745S_01020,gene,sapB,NA,NA,sapB,,
E745S_01021,gene,nagB,NA,NA,nagB,,
E745S_01022,gene,ybiT_1,NA,NA,ybiT_1,,
E745S_01023,gene,NA,NA,NA,E745S_01023,,
E745S_01024,gene,NA,NA,NA,E745S_01024,,
E745S_01025,gene,NA,NA,NA,E745S_01025,,
E745S_01026,gene,rplL,NA,NA,rplL,,
E745S_01027,gene,rplJ,NA,NA,rplJ,,
E745S_01028,gene,rplA,NA,NA,rplA,,
E745S_01029,gene,rplK,NA,NA,rplK,,
E745S_01030,gene,sdhB,NA,NA,sdhB,,
E745S_01031,gene,sdhA,NA,NA,sdhA,,
E745S_01032,gene,NA,NA,NA,E745S_01032,,
E745S_01033,gene,NA,NA,NA,E745S_01033,,
E745S_01034,gene,nusG,NA,NA,nusG,,
E745S_01035,gene,secE,NA,NA,secE,,
E745S_01036,gene,rpmG3,NA,NA,rpmG3,,
E745S_01037,gene,NA,NA,NA,E745S_01037,,
E745S_01038,gene,queT_1,NA,NA,queT_1,,
E745S_01039,gene,ytlR,NA,NA,ytlR,,
E745S_01040,gene,NA,NA,NA,E745S_01040,,
E745S_01041,gene,NA,NA,NA,E745S_01041,,
E745S_01042,gene,lnrL,NA,NA,lnrL,,
E745S_01043,gene,NA,NA,NA,E745S_01043,,
E745S_01044,gene,lnrK,NA,NA,lnrK,,
E745S_01045,gene,NA,NA,NA,E745S_01045,,
E745S_01046,gene,recD2,NA,NA,recD2,,
E745S_01047,gene,pspA,NA,NA,pspA,,
E745S_01048,gene,trmL,NA,NA,trmL,,
E745S_01049,gene,rlmA,NA,NA,rlmA,,
E745S_01050,gene,cutC,NA,NA,cutC,,
E745S_01051,gene,mgtE,NA,NA,mgtE,,
E745S_01052,gene,NA,NA,NA,E745S_01052,,
E745S_01053,gene,ppnKA,NA,NA,ppnKA,,
E745S_01054,gene,yjbM,NA,NA,yjbM,,
E745S_01055,gene,yjbK,NA,NA,yjbK,,
E745S_01056,gene,NA,NA,NA,E745S_01056,,
E745S_01057,gene,NA,NA,NA,E745S_01057,,
E745S_01058,gene,pepF1_1,NA,NA,pepF1_1,,
E745S_01059,gene,NA,NA,NA,E745S_01059,,
E745S_01060,gene,mecA,NA,NA,mecA,,
E745S_01061,gene,spxA_3,NA,NA,spxA_3,,
E745S_01062,gene,yfnB_1,NA,NA,yfnB_1,,
E745S_01063,gene,rapA,NA,NA,rapA,,
E745S_01064,gene,NA,NA,NA,E745S_01064,,
E745S_01065,gene,NA,NA,NA,E745S_01065,,
E745S_01066,gene,sbcD,NA,NA,sbcD,,
E745S_01067,gene,plsC,NA,NA,plsC,,
E745S_01068,gene,yfiC,NA,NA,yfiC,,
E745S_01069,gene,NA,NA,NA,E745S_01069,,
E745S_01070,gene,oatA,NA,NA,oatA,,
E745S_01071,gene,NA,NA,NA,E745S_01071,,
E745S_01072,gene,aspS,NA,NA,aspS,,
E745S_01073,gene,hisS,NA,NA,hisS,,
E745S_01074,gene,iolS,NA,NA,iolS,,
E745S_01075,gene,cypC,NA,NA,cypC,,
E745S_01076,gene,dtd,NA,NA,dtd,,
E745S_01077,gene,relA,NA,NA,relA,,
E745S_01078,gene,rsmE,NA,NA,rsmE,,
E745S_01079,gene,prmA,NA,NA,prmA,,
E745S_01080,gene,NA,NA,NA,E745S_01080,,
E745S_01081,gene,NA,NA,NA,E745S_01081,,
E745S_01082,gene,NA,NA,NA,E745S_01082,,
E745S_01083,gene,NA,NA,NA,E745S_01083,,
E745S_01084,gene,NA,NA,NA,E745S_01084,,
E745S_01085,gene,NA,NA,NA,E745S_01085,,
E745S_01086,gene,ybiT_2,NA,NA,ybiT_2,,
E745S_01087,gene,ackA,NA,NA,ackA,,
E745S_01088,gene,NA,NA,NA,E745S_01088,,
E745S_01089,gene,NA,NA,NA,E745S_01089,,
E745S_01090,gene,NA,NA,NA,E745S_01090,,
E745S_01091,gene,NA,NA,NA,E745S_01091,,
E745S_01092,gene,NA,NA,NA,E745S_01092,,
E745S_01093,gene,NA,NA,NA,E745S_01093,,
E745S_01094,gene,NA,NA,NA,E745S_01094,,
E745S_01095,gene,comGA,NA,NA,comGA,,
E745S_01096,gene,adeC,NA,NA,adeC,,
E745S_01097,gene,trmB,NA,NA,trmB,,
E745S_01098,gene,thiK,NA,NA,thiK,,
E745S_01099,gene,NA,NA,NA,E745S_01099,,
E745S_01100,gene,ecsA,NA,NA,ecsA,,
E745S_01101,gene,hit,NA,NA,hit,,
E745S_01102,gene,NA,NA,NA,E745S_01102,,
E745S_01103,gene,prsA_2,NA,NA,prsA_2,,
E745S_01104,gene,yhaM,NA,NA,yhaM,,
E745S_01105,gene,NA,NA,NA,E745S_01105,,
E745S_01106,gene,NA,NA,NA,E745S_01106,,
E745S_01107,gene,ywpJ_1,NA,NA,ywpJ_1,,
E745S_01108,gene,NA,NA,NA,E745S_01108,,
E745S_01109,gene,yjmB,NA,NA,yjmB,,
E745S_01110,gene,xynB,NA,NA,xynB,,
E745S_01111,gene,NA,NA,NA,E745S_01111,,
E745S_01112,gene,pemA,NA,NA,pemA,,
E745S_01113,gene,NA,NA,NA,E745S_01113,,
E745S_01114,gene,NA,NA,NA,E745S_01114,,
E745S_01115,gene,yteR,NA,NA,yteR,,
E745S_01116,gene,lipO,NA,NA,lipO,,
E745S_01117,gene,NA,NA,NA,E745S_01117,,
E745S_01118,gene,yteP_1,NA,NA,yteP_1,,
E745S_01119,gene,NA,NA,NA,E745S_01119,,
E745S_01120,gene,araQ_2,NA,NA,araQ_2,,
E745S_01121,gene,yesS,NA,NA,yesS,,
E745S_01122,gene,exuR_2,NA,NA,exuR_2,,
E745S_01123,gene,uxaB,NA,NA,uxaB,,
E745S_01124,gene,uxaA,NA,NA,uxaA,,
E745S_01125,gene,uxaC,NA,NA,uxaC,,
E745S_01126,gene,rhgT,NA,NA,rhgT,,
E745S_01127,gene,NA,NA,NA,E745S_01127,,
E745S_01128,gene,NA,NA,NA,E745S_01128,,
E745S_01129,gene,NA,NA,NA,E745S_01129,,
E745S_01130,gene,pbpF,NA,NA,pbpF,,
E745S_01131,gene,rluD_2,NA,NA,rluD_2,,
E745S_01132,gene,gmuE_1,NA,NA,gmuE_1,,
E745S_01133,gene,mngB,NA,NA,mngB,,
E745S_01134,gene,NA,NA,NA,E745S_01134,,
E745S_01135,gene,araR_1,NA,NA,araR_1,,
E745S_01136,gene,NA,NA,NA,E745S_01136,,
E745S_01137,gene,rhaR_3,NA,NA,rhaR_3,,
E745S_01138,gene,NA,NA,NA,E745S_01138,,
E745S_01139,gene,NA,NA,NA,E745S_01139,,
E745S_01140,gene,NA,NA,NA,E745S_01140,,
E745S_01141,gene,araQ_3,NA,NA,araQ_3,,
E745S_01142,gene,yteP_2,NA,NA,yteP_2,,
E745S_01143,gene,rluB_2,NA,NA,rluB_2,,
E745S_01144,gene,murJ_2,NA,NA,murJ_2,,
E745S_01145,gene,NA,NA,NA,E745S_01145,,
E745S_01146,gene,murE,NA,NA,murE,,
E745S_01147,gene,licC_2,NA,NA,licC_2,,
E745S_01148,gene,NA,NA,NA,E745S_01148,,
E745S_01149,gene,licA_1,NA,NA,licA_1,,
E745S_01150,gene,licR_2,NA,NA,licR_2,,
E745S_01151,gene,NA,NA,NA,E745S_01151,,
E745S_01152,gene,NA,NA,NA,E745S_01152,,
E745S_01153,gene,NA,NA,NA,E745S_01153,,
E745S_01154,gene,NA,NA,NA,E745S_01154,,
E745S_01155,gene,NA,NA,NA,E745S_01155,,
E745S_01156,gene,NA,NA,NA,E745S_01156,,
E745S_01157,gene,NA,NA,NA,E745S_01157,,
E745S_01158,gene,NA,NA,NA,E745S_01158,,
E745S_01159,gene,NA,NA,NA,E745S_01159,,
E745S_01160,gene,NA,NA,NA,E745S_01160,,
E745S_01161,gene,leuS,NA,NA,leuS,,
E745S_01162,gene,NA,NA,NA,E745S_01162,,
E745S_01163,gene,NA,NA,NA,E745S_01163,,
E745S_01164,gene,NA,NA,NA,E745S_01164,,
E745S_01165,gene,NA,NA,NA,E745S_01165,,
E745S_01166,gene,NA,NA,NA,E745S_01166,,
E745S_01167,gene,NA,NA,NA,E745S_01167,,
E745S_01168,gene,NA,NA,NA,E745S_01168,,
E745S_01169,gene,NA,NA,NA,E745S_01169,,
E745S_01170,gene,bmr3,NA,NA,bmr3,,
E745S_01171,gene,NA,NA,NA,E745S_01171,,
E745S_01172,gene,metK,NA,NA,metK,,
E745S_01173,gene,NA,NA,NA,E745S_01173,,
E745S_01174,gene,NA,NA,NA,E745S_01174,,
E745S_01175,gene,NA,NA,NA,E745S_01175,,
E745S_01176,gene,NA,NA,NA,E745S_01176,,
E745S_01177,gene,NA,NA,NA,E745S_01177,,
E745S_01178,gene,NA,NA,NA,E745S_01178,,
E745S_01179,gene,NA,NA,NA,E745S_01179,,
E745S_01180,gene,NA,NA,NA,E745S_01180,,
E745S_01181,gene,NA,NA,NA,E745S_01181,,
E745S_01182,gene,NA,NA,NA,E745S_01182,,
E745S_01183,gene,NA,NA,NA,E745S_01183,,
E745S_01184,gene,NA,NA,NA,E745S_01184,,
E745S_01185,gene,NA,NA,NA,E745S_01185,,
E745S_01186,gene,NA,NA,NA,E745S_01186,,
E745S_01187,gene,NA,NA,NA,E745S_01187,,
E745S_01188,gene,NA,NA,NA,E745S_01188,,
E745S_01189,gene,NA,NA,NA,E745S_01189,,
E745S_01190,gene,NA,NA,NA,E745S_01190,,
E745S_01191,gene,NA,NA,NA,E745S_01191,,
E745S_01192,gene,NA,NA,NA,E745S_01192,,
E745S_01193,gene,NA,NA,NA,E745S_01193,,
E745S_01194,gene,NA,NA,NA,E745S_01194,,
E745S_01195,gene,NA,NA,NA,E745S_01195,,
E745S_01196,gene,NA,NA,NA,E745S_01196,,
E745S_01197,gene,NA,NA,NA,E745S_01197,,
E745S_01198,gene,NA,NA,NA,E745S_01198,,
E745S_01199,gene,NA,NA,NA,E745S_01199,,
E745S_01200,gene,lysS,NA,NA,lysS,,
E745S_01201,gene,dusB,NA,NA,dusB,,
E745S_01202,gene,hslO,NA,NA,hslO,,
E745S_01203,gene,ftsH,NA,NA,ftsH,,
E745S_01204,gene,hpt,NA,NA,hpt,,
E745S_01205,gene,tilS,NA,NA,tilS,,
E745S_01206,gene,pnp_1,NA,NA,pnp_1,,
E745S_01207,gene,NA,NA,NA,E745S_01207,,
E745S_01208,gene,NA,NA,NA,E745S_01208,,
E745S_01209,gene,murJ_3,NA,NA,murJ_3,,
E745S_01210,gene,mfd,NA,NA,mfd,,
E745S_01211,gene,pth,NA,NA,pth,,
E745S_01212,gene,ldh_2,NA,NA,ldh_2,,
E745S_01213,gene,NA,NA,NA,E745S_01213,,
E745S_01214,gene,NA,NA,NA,E745S_01214,,
E745S_01215,gene,NA,NA,NA,E745S_01215,,
E745S_01216,gene,pepF1_2,NA,NA,pepF1_2,,
E745S_01217,gene,NA,NA,NA,E745S_01217,,
E745S_01218,gene,NA,NA,NA,E745S_01218,,
E745S_01219,gene,mreC,NA,NA,mreC,,
E745S_01220,gene,thiN,NA,NA,thiN,,
E745S_01221,gene,rpe_1,NA,NA,rpe_1,,
E745S_01222,gene,rsgA,NA,NA,rsgA,,
E745S_01223,gene,prkC,NA,NA,prkC,,
E745S_01224,gene,stp,NA,NA,stp,,
E745S_01225,gene,rsmB,NA,NA,rsmB,,
E745S_01226,gene,fmt,NA,NA,fmt,,
E745S_01227,gene,def_1,NA,NA,def_1,,
E745S_01228,gene,priA,NA,NA,priA,,
E745S_01229,gene,rpoZ,NA,NA,rpoZ,,
E745S_01230,gene,gmk_2,NA,NA,gmk_2,,
E745S_01231,gene,NA,NA,NA,E745S_01231,,
E745S_01232,gene,NA,NA,NA,E745S_01232,,
E745S_01233,gene,NA,NA,NA,E745S_01233,,
E745S_01234,gene,NA,NA,NA,E745S_01234,,
E745S_01235,gene,NA,NA,NA,E745S_01235,,
E745S_01236,gene,thiT,NA,NA,thiT,,
E745S_01237,gene,prs,NA,NA,prs,,
E745S_01238,gene,glmU,NA,NA,glmU,,
E745S_01239,gene,purR_1,NA,NA,purR_1,,
E745S_01240,gene,znuB,NA,NA,znuB,,
E745S_01241,gene,znuC,NA,NA,znuC,,
E745S_01242,gene,znuA,NA,NA,znuA,,
E745S_01243,gene,ispE,NA,NA,ispE,,
E745S_01244,gene,mprF_2,NA,NA,mprF_2,,
E745S_01245,gene,proC,NA,NA,proC,,
E745S_01246,gene,rny,NA,NA,rny,,
E745S_01247,gene,recA,NA,NA,recA,,
E745S_01248,gene,cinA,NA,NA,cinA,,
E745S_01249,gene,pgsA,NA,NA,pgsA,,
E745S_01250,gene,NA,NA,NA,E745S_01250,,
E745S_01251,gene,NA,NA,NA,E745S_01251,,
E745S_01252,gene,NA,NA,NA,E745S_01252,,
E745S_01253,gene,mscL,NA,NA,mscL,,
E745S_01254,gene,elaA,NA,NA,elaA,,
E745S_01255,gene,veg,NA,NA,veg,,
E745S_01256,gene,sigH,NA,NA,sigH,,
E745S_01257,gene,NA,NA,NA,E745S_01257,,
E745S_01258,gene,NA,NA,NA,E745S_01258,,
E745S_01259,gene,mrnC,NA,NA,mrnC,,
E745S_01260,gene,cysS,NA,NA,cysS,,
E745S_01261,gene,cysE,NA,NA,cysE,,
E745S_01262,gene,gltX,NA,NA,gltX,,
E745S_01263,gene,yacL,NA,NA,yacL,,
E745S_01264,gene,radA,NA,NA,radA,,
E745S_01265,gene,dut,NA,NA,dut,,
E745S_01266,gene,proB,NA,NA,proB,,
E745S_01267,gene,proA,NA,NA,proA,,
E745S_01268,gene,NA,NA,NA,E745S_01268,,
E745S_01269,gene,NA,NA,NA,E745S_01269,,
E745S_01270,gene,yfmO_1,NA,NA,yfmO_1,,
E745S_01271,gene,yfmO_2,NA,NA,yfmO_2,,
E745S_01272,gene,NA,NA,NA,E745S_01272,,
E745S_01273,gene,NA,NA,NA,E745S_01273,,
E745S_01274,gene,msr(C),NA,NA,msr(C),,
E745S_01275,gene,yodC_1,NA,NA,yodC_1,,
E745S_01276,gene,yodC_2,NA,NA,yodC_2,,
E745S_01277,gene,NA,NA,NA,E745S_01277,,
E745S_01278,gene,NA,NA,NA,E745S_01278,,
E745S_01279,gene,NA,NA,NA,E745S_01279,,
E745S_01280,gene,NA,NA,NA,E745S_01280,,
E745S_01281,gene,hdfR_2,NA,NA,hdfR_2,,
E745S_01282,gene,sacY,NA,NA,sacY,,
E745S_01283,gene,ptsG_2,NA,NA,ptsG_2,,
E745S_01284,gene,NA,NA,NA,E745S_01284,,
E745S_01285,gene,qorB,NA,NA,qorB,,
E745S_01286,gene,ywnA,NA,NA,ywnA,,
E745S_01287,gene,NA,NA,NA,E745S_01287,,
E745S_01288,gene,NA,NA,NA,E745S_01288,,
E745S_01289,gene,NA,NA,NA,E745S_01289,,
E745S_01290,gene,xylB_1,NA,NA,xylB_1,,
E745S_01291,gene,ygaZ_2,NA,NA,ygaZ_2,,
E745S_01292,gene,NA,NA,NA,E745S_01292,,
E745S_01293,gene,NA,NA,NA,E745S_01293,,
E745S_01294,gene,dus,NA,NA,dus,,
E745S_01295,gene,yadH,NA,NA,yadH,,
E745S_01296,gene,yadG,NA,NA,yadG,,
E745S_01297,gene,NA,NA,NA,E745S_01297,,
E745S_01298,gene,mutS_1,NA,NA,mutS_1,,
E745S_01299,gene,phoR_1,NA,NA,phoR_1,,
E745S_01300,gene,arlR_2,NA,NA,arlR_2,,
E745S_01301,gene,NA,NA,NA,E745S_01301,,
E745S_01302,gene,bcrA_1,NA,NA,bcrA_1,,
E745S_01303,gene,NA,NA,NA,E745S_01303,,
E745S_01304,gene,NA,NA,NA,E745S_01304,,
E745S_01305,gene,NA,NA,NA,E745S_01305,,
E745S_01306,gene,NA,NA,NA,E745S_01306,,
E745S_01307,gene,NA,NA,NA,E745S_01307,,
E745S_01308,gene,NA,NA,NA,E745S_01308,,
E745S_01309,gene,NA,NA,NA,E745S_01309,,
E745S_01310,gene,NA,NA,NA,E745S_01310,,
E745S_01311,gene,NA,NA,NA,E745S_01311,,
E745S_01312,gene,NA,NA,NA,E745S_01312,,
E745S_01313,gene,hhaIM,NA,NA,hhaIM,,
E745S_01314,gene,NA,NA,NA,E745S_01314,,
E745S_01315,gene,NA,NA,NA,E745S_01315,,
E745S_01316,gene,NA,NA,NA,E745S_01316,,
E745S_01317,gene,NA,NA,NA,E745S_01317,,
E745S_01318,gene,NA,NA,NA,E745S_01318,,
E745S_01319,gene,NA,NA,NA,E745S_01319,,
E745S_01320,gene,NA,NA,NA,E745S_01320,,
E745S_01321,gene,NA,NA,NA,E745S_01321,,
E745S_01322,gene,NA,NA,NA,E745S_01322,,
E745S_01323,gene,NA,NA,NA,E745S_01323,,
E745S_01324,gene,NA,NA,NA,E745S_01324,,
E745S_01325,gene,ribZ_1,NA,NA,ribZ_1,,
E745S_01326,gene,NA,NA,NA,E745S_01326,,
E745S_01327,gene,NA,NA,NA,E745S_01327,,
E745S_01328,gene,noxE,NA,NA,noxE,,
E745S_01329,gene,NA,NA,NA,E745S_01329,,
E745S_01330,gene,NA,NA,NA,E745S_01330,,
E745S_01331,gene,rhaR_4,NA,NA,rhaR_4,,
E745S_01332,gene,NA,NA,NA,E745S_01332,,
E745S_01333,gene,NA,NA,NA,E745S_01333,,
E745S_01334,gene,NA,NA,NA,E745S_01334,,
E745S_01335,gene,NA,NA,NA,E745S_01335,,
E745S_01336,gene,NA,NA,NA,E745S_01336,,
E745S_01337,gene,NA,NA,NA,E745S_01337,,
E745S_01338,gene,NA,NA,NA,E745S_01338,,
E745S_01339,gene,NA,NA,NA,E745S_01339,,
E745S_01340,gene,NA,NA,NA,E745S_01340,,
E745S_01341,gene,yjiA,NA,NA,yjiA,,
E745S_01342,gene,rpmGA_2,NA,NA,rpmGA_2,,
E745S_01343,gene,NA,NA,NA,E745S_01343,,
E745S_01344,gene,rpmF_2,NA,NA,rpmF_2,,
E745S_01345,gene,rpsN2_1,NA,NA,rpsN2_1,,
E745S_01346,gene,ndvA,NA,NA,ndvA,,
E745S_01347,gene,btuD_2,NA,NA,btuD_2,,
E745S_01348,gene,NA,NA,NA,E745S_01348,,
E745S_01349,gene,btuD_3,NA,NA,btuD_3,,
E745S_01350,gene,ykoD,NA,NA,ykoD,,
E745S_01351,gene,NA,NA,NA,E745S_01351,,
E745S_01352,gene,NA,NA,NA,E745S_01352,,
E745S_01353,gene,NA,NA,NA,E745S_01353,,
E745S_01354,gene,NA,NA,NA,E745S_01354,,
E745S_01355,gene,ssaB_1,NA,NA,ssaB_1,,
E745S_01356,gene,mntD,NA,NA,mntD,,
E745S_01357,gene,NA,NA,NA,E745S_01357,,
E745S_01358,gene,NA,NA,NA,E745S_01358,,
E745S_01359,gene,scaC_1,NA,NA,scaC_1,,
E745S_01360,gene,xerC_6,NA,NA,xerC_6,,
E745S_01361,gene,rpsI,NA,NA,rpsI,,
E745S_01362,gene,rplM,NA,NA,rplM,,
E745S_01363,gene,dps,NA,NA,dps,,
E745S_01364,gene,xylB_2,NA,NA,xylB_2,,
E745S_01365,gene,comC,NA,NA,comC,,
E745S_01366,gene,msrA_2,NA,NA,msrA_2,,
E745S_01367,gene,yvdM_1,NA,NA,yvdM_1,,
E745S_01368,gene,glxK,NA,NA,glxK,,
E745S_01369,gene,ycjT,NA,NA,ycjT,,
E745S_01370,gene,rifL,NA,NA,rifL,,
E745S_01371,gene,NA,NA,NA,E745S_01371,,
E745S_01372,gene,tdh,NA,NA,tdh,,
E745S_01373,gene,ycjP,NA,NA,ycjP,,
E745S_01374,gene,ycjO,NA,NA,ycjO,,
E745S_01375,gene,NA,NA,NA,E745S_01375,,
E745S_01376,gene,ycjM,NA,NA,ycjM,,
E745S_01377,gene,purR_2,NA,NA,purR_2,,
E745S_01378,gene,rpoC,NA,NA,rpoC,,
E745S_01379,gene,rpoB,NA,NA,rpoB,,
E745S_01380,gene,NA,NA,NA,E745S_01380,,
E745S_01381,gene,NA,NA,NA,E745S_01381,,
E745S_01382,gene,yxdL_1,NA,NA,yxdL_1,,
E745S_01383,gene,birA,NA,NA,birA,,
E745S_01384,gene,NA,NA,NA,E745S_01384,,
E745S_01385,gene,NA,NA,NA,E745S_01385,,
E745S_01386,gene,hepT,NA,NA,hepT,,
E745S_01387,gene,NA,NA,NA,E745S_01387,,
E745S_01388,gene,NA,NA,NA,E745S_01388,,
E745S_01389,gene,norW,NA,NA,norW,,
E745S_01390,gene,NA,NA,NA,E745S_01390,,
E745S_01391,gene,apbE,NA,NA,apbE,,
E745S_01392,gene,menA,NA,NA,menA,,
E745S_01393,gene,gor,NA,NA,gor,,
E745S_01394,gene,NA,NA,NA,E745S_01394,,
E745S_01395,gene,rlhA,NA,NA,rlhA,,
E745S_01396,gene,clpC,NA,NA,clpC,,
E745S_01397,gene,ctsR,NA,NA,ctsR,,
E745S_01398,gene,NA,NA,NA,E745S_01398,,
E745S_01399,gene,NA,NA,NA,E745S_01399,,
E745S_01400,gene,NA,NA,NA,E745S_01400,,
E745S_01401,gene,NA,NA,NA,E745S_01401,,
E745S_01402,gene,NA,NA,NA,E745S_01402,,
E745S_01403,gene,NA,NA,NA,E745S_01403,,
E745S_01404,gene,NA,NA,NA,E745S_01404,,
E745S_01405,gene,NA,NA,NA,E745S_01405,,
E745S_01406,gene,NA,NA,NA,E745S_01406,,
E745S_01407,gene,srrA_2,NA,NA,srrA_2,,
E745S_01408,gene,rcsC_2,NA,NA,rcsC_2,,
E745S_01409,gene,serS,NA,NA,serS,,
E745S_01410,gene,guaB,NA,NA,guaB,,
E745S_01411,gene,NA,NA,NA,E745S_01411,,
E745S_01412,gene,ychF,NA,NA,ychF,,
E745S_01413,gene,NA,NA,NA,E745S_01413,,
E745S_01414,gene,spo0J,NA,NA,spo0J,,
E745S_01415,gene,soj_1,NA,NA,soj_1,,
E745S_01416,gene,rsmG,NA,NA,rsmG,,
E745S_01417,gene,mnmG,NA,NA,mnmG,,
E745S_01418,gene,mnmE_1,NA,NA,mnmE_1,,
E745S_01419,gene,mnmE_2,NA,NA,mnmE_2,,
E745S_01420,gene,NA,NA,NA,E745S_01420,,
E745S_01421,gene,NA,NA,NA,E745S_01421,,
E745S_01422,gene,misCA,NA,NA,misCA,,
E745S_01423,gene,rnpA,NA,NA,rnpA,,
E745S_01424,gene,rpmH,NA,NA,rpmH,,
E745S_01425,gene,dnaA,NA,NA,dnaA,,
E745S_01426,gene,dnaN,NA,NA,dnaN,,
E745S_01427,gene,NA,NA,NA,E745S_01427,,
E745S_01428,gene,recF,NA,NA,recF,,
E745S_01429,gene,gyrB,NA,NA,gyrB,,
E745S_01430,gene,gyrA,NA,NA,gyrA,,
E745S_01431,gene,rpsF,NA,NA,rpsF,,
E745S_01432,gene,ssb_1,NA,NA,ssb_1,,
E745S_01433,gene,rpsR,NA,NA,rpsR,,
E745S_01434,gene,NA,NA,NA,E745S_01434,,
E745S_01435,gene,gdpP,NA,NA,gdpP,,
E745S_01436,gene,rplI,NA,NA,rplI,,
E745S_01437,gene,dnaC,NA,NA,dnaC,,
E745S_01438,gene,purA,NA,NA,purA,,
E745S_01439,gene,NA,NA,NA,E745S_01439,,
E745S_01440,gene,ybiT_3,NA,NA,ybiT_3,,
E745S_01441,gene,NA,NA,NA,E745S_01441,,
E745S_01442,gene,pox5,NA,NA,pox5,,
E745S_01443,gene,zupT,NA,NA,zupT,,
E745S_01444,gene,NA,NA,NA,E745S_01444,,
E745S_01445,gene,NA,NA,NA,E745S_01445,,
E745S_01446,gene,NA,NA,NA,E745S_01446,,
E745S_01447,gene,NA,NA,NA,E745S_01447,,
E745S_01448,gene,NA,NA,NA,E745S_01448,,
E745S_01449,gene,NA,NA,NA,E745S_01449,,
E745S_01450,gene,NA,NA,NA,E745S_01450,,
E745S_01451,gene,NA,NA,NA,E745S_01451,,
E745S_01452,gene,NA,NA,NA,E745S_01452,,
E745S_01453,gene,NA,NA,NA,E745S_01453,,
E745S_01454,gene,yvdM_2,NA,NA,yvdM_2,,
E745S_01455,gene,lacR_2,NA,NA,lacR_2,,
E745S_01456,gene,lacG_2,NA,NA,lacG_2,,
E745S_01457,gene,lacF_3,NA,NA,lacF_3,,
E745S_01458,gene,lacE_2,NA,NA,lacE_2,,
E745S_01459,gene,NA,NA,NA,E745S_01459,,
E745S_01460,gene,guaA_1,NA,NA,guaA_1,,
E745S_01461,gene,coaA,NA,NA,coaA,,
E745S_01462,gene,rsmC,NA,NA,rsmC,,
E745S_01463,gene,degA_1,NA,NA,degA_1,,
E745S_01464,gene,pdp,NA,NA,pdp,,
E745S_01465,gene,deoC,NA,NA,deoC,,
E745S_01466,gene,cdd,NA,NA,cdd,,
E745S_01467,gene,tmpC,NA,NA,tmpC,,
E745S_01468,gene,mglA,NA,NA,mglA,,
E745S_01469,gene,NA,NA,NA,E745S_01469,,
E745S_01470,gene,NA,NA,NA,E745S_01470,,
E745S_01471,gene,deoB,NA,NA,deoB,,
E745S_01472,gene,punA,NA,NA,punA,,
E745S_01473,gene,deoD,NA,NA,deoD,,
E745S_01474,gene,gpmA_3,NA,NA,gpmA_3,,
E745S_01475,gene,hin,NA,NA,hin,,
E745S_01476,gene,rpiA,NA,NA,rpiA,,
E745S_01477,gene,rpsL,NA,NA,rpsL,,
E745S_01478,gene,rpsG,NA,NA,rpsG,,
E745S_01479,gene,fus,NA,NA,fus,,
E745S_01480,gene,tuf_2,NA,NA,tuf_2,,
E745S_01481,gene,rpsJ,NA,NA,rpsJ,,
E745S_01482,gene,rplC,NA,NA,rplC,,
E745S_01483,gene,rplD,NA,NA,rplD,,
E745S_01484,gene,rplW,NA,NA,rplW,,
E745S_01485,gene,rplB,NA,NA,rplB,,
E745S_01486,gene,rpsS,NA,NA,rpsS,,
E745S_01487,gene,rplV,NA,NA,rplV,,
E745S_01488,gene,rpsC,NA,NA,rpsC,,
E745S_01489,gene,rplP,NA,NA,rplP,,
E745S_01490,gene,rpmC,NA,NA,rpmC,,
E745S_01491,gene,rpsQ,NA,NA,rpsQ,,
E745S_01492,gene,rplN,NA,NA,rplN,,
E745S_01493,gene,rplX,NA,NA,rplX,,
E745S_01494,gene,rplE,NA,NA,rplE,,
E745S_01495,gene,rpsZ,NA,NA,rpsZ,,
E745S_01496,gene,rpsH,NA,NA,rpsH,,
E745S_01497,gene,rplF,NA,NA,rplF,,
E745S_01498,gene,rplR,NA,NA,rplR,,
E745S_01499,gene,rpsE,NA,NA,rpsE,,
E745S_01500,gene,rpmD,NA,NA,rpmD,,
E745S_01501,gene,rplO,NA,NA,rplO,,
E745S_01502,gene,secY,NA,NA,secY,,
E745S_01503,gene,adk,NA,NA,adk,,
